CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
565469;Excel PowerPivot jatkokurssi: Advanced DAX;13.9.2018;14.9.2018;Pasila;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
565470;Excel PowerPivot jatkokurssi: Advanced DAX;13.9.2018;14.9.2018;Online;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
565471;Excel PowerPivot jatkokurssi: Advanced DAX;10.12.2018;11.12.2018;Pasila;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
565472;Excel PowerPivot jatkokurssi: Advanced DAX;10.12.2018;11.12.2018;Online;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
566937;Excel PowerPivot jatkokurssi: Advanced DAX;18.3.2019;19.3.2019;Pasila;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
566938;Excel PowerPivot jatkokurssi: Advanced DAX;18.3.2019;19.3.2019;Online;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
566472;Excel PowerPivot jatkokurssi: Advanced DAX;4.12.2018;5.12.2018;Pasila;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
566473;Excel PowerPivot jatkokurssi: Advanced DAX;4.12.2018;5.12.2018;Online;PDF;Kaipaatko lisätehoa DAX-kaavoihin? DAX-funktioilla mm. analysoidaan, siivotaan, suodatetaan ja lasketaan asioita Power BI- ja PowerPivot-tietomalleissa. Jos olet jo tutustunut DAX-funktioiden perusteisiin, mutta haluat niistä enemmän irti, niin tämä on juuri oikea kurssi sinulle!;True;Productivity;Business Applications;Spreadsheets and Reporting
566689;DMI Professional Diploma in Digital Marketing;3.9.2018;3.9.2018;Online;PDF;Kickstart an exciting, dynamic career with Digital Marketing Institute's Professional Diploma in Digital Marketing. Learn digital marketing in just 10 weeks.;True;Productivity;Sales and Marketing;Social Media
566758;DMI Professional Diploma in Digital Marketing;10.9.2018;10.9.2018;Online;PDF;Kickstart an exciting, dynamic career with Digital Marketing Institute's Professional Diploma in Digital Marketing. Learn digital marketing in just 10 weeks.;True;Productivity;Sales and Marketing;Social Media
567078;DMI Professional Diploma in Digital Marketing;24.9.2018;24.9.2018;Online;PDF;Kickstart an exciting, dynamic career with Digital Marketing Institute's Professional Diploma in Digital Marketing. Learn digital marketing in just 10 weeks.;True;Productivity;Sales and Marketing;Social Media
565742;Sway - digitaalista tarinankerrontaa;1.11.2018;1.11.2018;Pasila;;Haluatko viestiä ja vaikuttaa? Mitä jos siirtyisit uudenlaiseen digitaaliseen tarinankerrontaan Swayn avulla? Ota Sway haltuun napakassa puolen päivän koulutuksessa. Tule mukaan!;True;Productivity;Sales and Marketing;Visualisation, Coceptualization and Presenting
565743;Sway - digitaalista tarinankerrontaa;1.11.2018;1.11.2018;Online;;Haluatko viestiä ja vaikuttaa? Mitä jos siirtyisit uudenlaiseen digitaaliseen tarinankerrontaan Swayn avulla? Ota Sway haltuun napakassa puolen päivän koulutuksessa. Tule mukaan!;True;Productivity;Sales and Marketing;Visualisation, Coceptualization and Presenting
565756;Office 2016 uudet piirteet;5.9.2018;5.9.2018;Pasila;;Uusia toimintatapoja työhön uuden ohjelmistoversion myötä! Kurssin käytyäsi tiedät, miten saat parhaan hyödyn uusista toimisto-ohjelmista ja tehot suunnattua itse työn tekemiseen.;True;Productivity;Business Applications
565757;Office 2016 uudet piirteet;5.9.2018;5.9.2018;Online;;Uusia toimintatapoja työhön uuden ohjelmistoversion myötä! Kurssin käytyäsi tiedät, miten saat parhaan hyödyn uusista toimisto-ohjelmista ja tehot suunnattua itse työn tekemiseen.;True;Productivity;Business Applications
565795;Skype for Business -etäneuvottelut;6.9.2018;6.9.2018;Pasila;;Etäneuvottelut voivat olla todella tehokkaita - tai tehottomia. Mitä voit tehdä, jotta saat etäneuvottelusta kaiken mahdollisen hyödyn? Tilaa koulutus saman tien kaikille, jotka järjestävät etäneuvotteluita ja -palavereita!;True;Productivity;Co-operation and Communication
565796;Skype for Business -etäneuvottelut;6.9.2018;6.9.2018;Online;;Etäneuvottelut voivat olla todella tehokkaita - tai tehottomia. Mitä voit tehdä, jotta saat etäneuvottelusta kaiken mahdollisen hyödyn? Tilaa koulutus saman tien kaikille, jotka järjestävät etäneuvotteluita ja -palavereita!;True;Productivity;Co-operation and Communication
566107;RH319 Red Hat Virtualization with RHCVA exam;5.11.2018;9.11.2018;Pasila;Kirja tai muu tuloste;Get the skills required to deploy and manage virtual environments.;True;Technology;Infra;Red Hat
566106;RH318 Red Hat Virtualization;5.11.2018;8.11.2018;Pasila;Kirja tai muu tuloste;Get the skills required to deploy and manage virtual environments;True;Technology;Infra;Red Hat
565927;RH254 Red Hat System Administration III;17.9.2018;20.9.2018;Pasila;Kirja tai muu tuloste;Broaden your ability to administer Linux systems and prepare for your Red Hat Certified Engineer (RHCE) exam;False;Technology;Infra;Red Hat
565928;RH254 Red Hat System Administration III;26.11.2018;29.11.2018;Pasila;Kirja tai muu tuloste;Broaden your ability to administer Linux systems and prepare for your Red Hat Certified Engineer (RHCE) exam;False;Technology;Infra;Red Hat
565561;10982 Supporting and Troubleshooting Windows 10;11.9.2018;14.9.2018;Pasila;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;True;Technology;Infra;Windows Workstations
565562;10982 Supporting and Troubleshooting Windows 10;11.9.2018;14.9.2018;Online;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;True;Technology;Infra;Windows Workstations
566821;10982 Supporting and Troubleshooting Windows 10;5.3.2019;8.3.2019;Online;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
566822;10982 Supporting and Troubleshooting Windows 10;13.5.2019;16.5.2019;Pasila;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
566823;10982 Supporting and Troubleshooting Windows 10;13.5.2019;16.5.2019;Online;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
566824;10982 Supporting and Troubleshooting Windows 10;17.6.2019;20.6.2019;Pasila;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
566825;10982 Supporting and Troubleshooting Windows 10;17.6.2019;20.6.2019;Online;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
565563;10982 Supporting and Troubleshooting Windows 10;27.11.2018;30.11.2018;Pasila;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;True;Technology;Infra;Windows Workstations
565564;10982 Supporting and Troubleshooting Windows 10;27.11.2018;30.11.2018;Online;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;True;Technology;Infra;Windows Workstations
566818;10982 Supporting and Troubleshooting Windows 10;14.1.2019;17.1.2019;Pasila;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
566819;10982 Supporting and Troubleshooting Windows 10;14.1.2019;17.1.2019;Online;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
566820;10982 Supporting and Troubleshooting Windows 10;5.3.2019;8.3.2019;Pasila;PDF;Explorer ei koskaan kaadu Windowsissa! Näin voidaan sinänsä sanoa, että Explorer.exe ei voi käytännössä tehdä mitään vaan tekemisestä tai tekemättä jättämisestä, on aina vastuussa jokin Explorer.exe:n säie, aliprosessi. Jos teet vianselvitystä tutkien mikä on jumissa Task Managerin mielestä, kannattaa tulla kurssille, koska Task Manager ei edes voi teknisesti nähdä mikä on jumissa...;False;Technology;Infra;Windows Workstations
565619;Java SE 8 New Features;4.10.2018;5.10.2018;Pasila;PDF;Delve into the major changes and enhancements in Oracle Java SE 8;True;Technology;Databases and Analytics;Oracle-courses
566723;Java SE 8 New Features;27.3.2019;28.3.2019;Pasila;PDF;Delve into the major changes and enhancements in Oracle Java SE 8;True;Technology;Databases and Analytics;Oracle-courses
566724;Java SE 8 New Features;27.5.2019;28.5.2019;Pasila;PDF;Delve into the major changes and enhancements in Oracle Java SE 8;True;Technology;Databases and Analytics;Oracle-courses
565652;20697-1 Installing and Configuring Windows 10;24.10.2018;26.10.2018;Pasila;PDF;Maailma on muuttunut paljon vuodesta Windows 7… Historian kirjoissa on mainittu myös XP -aika. Nyt olemme vuodessa Windows 10 ja Windows as a Service -malli on tullut iloksemme. Tule opiskelemaan jatkuvasti kehittyvä uusi Windows 10!;True;Technology;Infra;Windows Workstations
565653;20697-1 Installing and Configuring Windows 10;24.10.2018;26.10.2018;Online;PDF;Maailma on muuttunut paljon vuodesta Windows 7… Historian kirjoissa on mainittu myös XP -aika. Nyt olemme vuodessa Windows 10 ja Windows as a Service -malli on tullut iloksemme. Tule opiskelemaan jatkuvasti kehittyvä uusi Windows 10!;True;Technology;Infra;Windows Workstations
565654;20697-2 Deploying and Managing Windows 10 Using Enterprise Services (TB);17.9.2018;20.9.2018;Pasila;PDF;Hallintaympäristön muutos on mahdollisuus, vaikkakin myös haaste. Tule tutustumaan mahdollisuuksiin, jotta voit käynnistää uusien mahdollisuuksien käyttöönoton organisaatiossasi mahdollisimman nopeasti ja helposti.;True;Technology;Infra;Windows Workstations
565655;20697-2 Deploying and Managing Windows 10 Using Enterprise Services ;17.9.2018;20.9.2018;Online;PDF;Hallintaympäristön muutos on mahdollisuus, vaikkakin myös haaste. Tule tutustumaan mahdollisuuksiin, jotta voit käynnistää uusien mahdollisuuksien käyttöönoton organisaatiossasi mahdollisimman nopeasti ja helposti.;True;Technology;Infra;Windows Workstations
565617;Oracle WebLogic Server 12c: Administration II;10.12.2018;14.12.2018;Pasila;PDF;This course is a continuation of Oracle WebLogic Server 12c: Administration I. It teaches you how to perform important administrative tasks, employing best practices that enable you to make the most of your WebLogic applications.;False;Technology;Databases and Analytics;Oracle-courses
566733;Oracle WebLogic Server 12c: Administration II;6.5.2019;10.5.2019;Pasila;PDF;This course is a continuation of Oracle WebLogic Server 12c: Administration I. It teaches you how to perform important administrative tasks, employing best practices that enable you to make the most of your WebLogic applications.;False;Technology;Databases and Analytics;Oracle-courses
